Soil moisture,humidity,water level,temperature,label
306,52.3003173,60.74583498,27.06179658,non-fertile
306,42.26206161,71.1271039,27.0956288,non-fertile
306,57.30636014,64.53027638,28.56800579,fertile
306,49.84213387,40.85534718,28.79929247,fertile
310,45.41393636,69.66289997,27.94293692,fertile
330,61.58245338,61.86633917,30.47757686,non-fertile
345,50.77148138,64.58559639,30.58139475,fertile
290,41.81420849,44.13827124,26.85911286,non-fertile
280,61.18749126,35.73403813,26.31051759,non-fertile
250,44.2252605,33.95825723,28.77833449,fertile
240,43.35365671,71.90018566,28.90245417,fertile
232,57.69622912,38.34303462,29.37687468,fertile
225,58.25204566,59.18953429,24.17093241,non-fertile
320,59.79023382,36.91852635,26.65333029,fertile
380,53.50567601,52.13580529,28.19912143,fertile
345,52.62741529,55.21606732,28.76488954,fertile
296,61.25353851,40.82840673,29.3499706,non-fertile
230,52.60950014,36.01203025,28.00937423,fertile
255,48.8246387,34.7426459,26.85851927,non-fertile
314,40.92604945,53.78769958,31.2123945,non-fertile
332,61.43378674,46.0203959,24.20422636,fertile
312,49.60384796,52.92929636,29.98835437,fertile
345,54.61813464,45.43669946,29.93964907,fertile
188,41.55934359,68.80141783,31.2119298,fertile
187,48.23991436,43.87801983,26.80474415,non-fertile
182,62.84916863,64.56807592,31.49398069,non-fertile
183,46.42693735,38.31597852,30.99694676,non-fertile
208,63.04749127,50.1978269,29.61253065,non-fertile
231,57.03184356,44.86052932,29.97604322,non-fertile
248,52.62696801,55.51932414,30.88883074,non-fertile
220,60.16299493,35.37493212,30.39321309,non-fertile
280,55.20522037,30.92014047,30.43683729,fertile
345,63.18180319,32.71129281,25.32688786,fertile
157,59.96664731,33.48919022,30.53684308,fertile
150,40.5926071,47.95406479,30.38257873,non-fertile
258,53.76623369,35.03404425,24.01825377,fertile
290,61.14754363,65.67591794,28.69841277,non-fertile
312,49.00323081,42.44054315,29.33743412,non-fertile
338,61.34900107,70.10472076,27.96583691,fertile
354,48.27531965,63.9187654,24.86803974,fertile
359,45.96341933,38.53254678,25.87682261,fertile
302,49.9767522,32.81296548,31.01963639,non-fertile
308,87.80507732,54.73367631,27.43329405,non-fertile
284,80.77275974,38.7976407,28.3340432,non-fertile
265,84.34262707,55.296354,27.01470397,fertile
263,81.04554836,36.35720652,28.17432665,fertile
259,87.32761241,44.75215854,29.87888063,non-fertile
647,89.71503316,42.99498978,29.89232778,non-fertile
323,83.24855855,56.48265193,28.56212158,fertile
319,85.5701901,53.01899249,27.53592929,fertile
315,87.93598094,41.82490236,29.68361658,fertile
307,82.1193047,46.75690086,28.14448546,fertile
306,86.73346018,59.87232071,29.53037621,fertile
306,86.45147631,44.64407105,27.88352946,non-fertile
306,82.35916228,44.01206619,28.22471276,non-fertile
306,84.96089355,45.91011391,29.008124,fertile
303,86.45193297,37.54602719,29.75538903,non-fertile
303,85.16906976,40.77872823,29.78416743,non-fertile
304,80.4513142,42.83053902,27.8640132,non-fertile
303,84.96771717,51.52617423,27.11026483,fertile
302,83.64274107,49.11964582,27.11030369,non-fertile
303,89.07866095,57.65901369,28.95451232,fertile
302,87.93724219,43.1386631,29.21780035,non-fertile
299,85.81675947,48.54598575,28.7420098,non-fertile
316,80.29868321,56.76278363,29.65021184,non-fertile
280,86.404241,37.31236904,27.23924995,non-fertile
302,81.67085323,56.51103293,28.95172351,non-fertile
310,82.60629652,37.01110438,28.18837136,non-fertile
330,86.20681554,50.47333854,28.30041493,non-fertile
345,88.71782287,57.79863368,27.89636126,fertile
290,87.50436797,44.56598352,28.6899851,fertile
280,88.73100226,56.68833819,27.8262623,fertile
250,81.59200689,59.87065439,28.70562673,non-fertile
240,84.61431076,48.48319335,28.6362812,fertile
232,88.4393979,48.56690235,28.28511547,non-fertile
295,86.13316408,43.80041104,27.60887393,non-fertile
259,86.99495766,36.94616965,28.60901145,fertile
620,84.80084105,53.43228915,29.24598976,fertile
310,89.1148059,50.49913241,28.62911222,fertile
319,88.07505524,45.04467075,29.57329479,fertile
316,87.16679147,58.37249772,27.82684262,non-fertile
308,83.14796296,40.12044158,29.8757015,non-fertile
310,88.50229102,51.09802625,27.33684386,non-fertile
330,89.30428305,58.86687093,29.83040388,non-fertile
308,82.76020821,56.04995423,28.2753171,non-fertile
329,85.99127934,58.41394143,29.86860065,non-fertile
333,89.9939693,54.96121262,29.5888162,non-fertile
325,82.9116472,49.61865305,28.07219563,fertile
348,89.99615558,52.84626009,27.84026517,fertile
309,87.4512669,55.03723979,27.10818093,fertile
307,81.94268594,54.62243308,27.68515114,non-fertile
302,85.60472562,59.03629954,29.34594634,fertile
305,84.8593608,52.93031105,28.36319404,non-fertile
310,89.80650642,56.52558045,27.65280218,non-fertile
324,85.44815232,53.15223123,27.31372793,fertile
310,86.89934108,50.46746116,27.06909959,fertile
325,85.91625451,39.23831035,28.06642822,fertile
334,81.13903037,44.17580911,27.73329078,non-fertile
312,89.92908171,45.48591922,27.53632932,fertile
345,84.28187572,56.09542002,29.66461594,fertile
290,85.85384444,41.39081525,29.9145443,fertile
285,87.59810657,57.99524359,28.36363858,non-fertile
245,87.60890009,43.15411472,29.46416042,fertile
280,82.89166381,50.91511275,29.73013036,non-fertile
265,87.17649,43.78420984,27.46852989,non-fertile
270,87.09979549,49.50812624,27.77076285,fertile
620,88.48312598,36.45012824,29.12939524,fertile
350,89.89593328,37.45680611,27.10606808,fertile
340,86.94206817,53.79732545,28.88078945,fertile
290,83.8001509,37.44800463,28.14720892,non-fertile
320,80.14487166,54.7960127,29.89129144,non-fertile
315,80.98004661,40.53173216,27.41503453,non-fertile
365,89.4875022,50.9246554,29.27308605,non-fertile
317,88.48587386,56.01913159,29.65296893,non-fertile
306,82.67639542,58.18713162,28.44524991,non-fertile
303,83.97586797,48.9366954,27.96235681,non-fertile
303,81.97952224,42.02483277,29.25649321,fertile
304,88.00989267,43.05130077,28.36291385,fertile
303,86.49366929,39.26137642,27.62749466,fertile
302,86.12194568,50.01534317,28.66086349,non-fertile
303,87.11497805,51.53848218,29.2114218,fertile
302,86.16063492,53.35486977,29.40889385,non-fertile
299,84.8845732,36.12042927,28.02952623,non-fertile
316,80.35005927,38.14476781,28.08657178,fertile
290,80.28038146,40.16545979,29.16174608,fertile
312,80.03499648,50.66487502,29.8596912,fertile
338,83.6869203,43.95183726,29.06631494,fertile
354,88.66663953,58.29933073,27.38538997,non-fertile
359,85.42058715,43.25095608,27.93034941,non-fertile
302,81.8009244,44.47427436,29.2808618,non-fertile
308,83.78911515,59.84499208,28.9973145,fertile
284,86.5543196,43.4826194,27.92678579,fertile
265,88.9570454,49.4897245,28.5474135,non-fertile
263,89.1886954,48.30159325,29.36488409,non-fertile
259,83.63802195,41.013132,28.56149805,fertile
647,87.91332682,43.12063289,28.43683487,fertile
323,80.45744422,44.30070517,28.79728147,fertile
319,89.12760359,58.52974279,28.7275267,fertile
315,83.52706038,43.25726752,27.95639663,fertile
307,83.69659318,37.2464655,28.17458662,non-fertile
306,86.69133979,56.12443206,28.77653519,non-fertile
306,83.48991368,52.55469976,28.438097,fertile
306,63.19915325,71.89090748,29.48439992,non-fertile
306,68.13999721,67.15096376,26.73433965,non-fertile
303,62.28814857,70.23207557,26.27274407,non-fertile
303,67.21113844,73.23573601,34.03679184,fertile
304,65.06601664,72.49507741,28.03644051,non-fertile
303,65.33538112,62.26242533,28.81460716,fertile
302,64.28791388,66.85510868,34.03619494,non-fertile
303,61.57072498,68.02199825,33.8642935,non-fertile
302,68.68401492,73.67166182,32.84213012,non-fertile
299,63.36085585,73.84949872,27.10053268,non-fertile
316,61.18235808,69.28607828,25.65842532,non-fertile
290,66.61452812,64.55882254,32.34744009,non-fertile
312,68.32176769,67.53021213,29.58949031,non-fertile
338,68.79427388,66.63830637,30.91219459,fertile
354,64.2097765,70.86340755,28.12787838,fertile
359,69.34811988,67.1367443,30.08545364,fertile
302,62.51007687,68.97097538,31.74379487,non-fertile
308,62.50460464,69.75555541,27.81326852,fertile
284,64.59457409,71.50569456,32.88733849,non-fertile
265,64.98742947,61.91208707,29.36358721,non-fertile
263,67.5861883,74.01229707,27.82592799,fertile
259,60.44848407,74.91559514,28.49538735,fertile
647,68.53997144,71.78615328,27.74274761,fertile
323,67.66323804,63.02473185,30.41588462,fertile
319,69.09047809,61.19250859,27.3254209,non-fertile
315,61.69295127,65.62859526,30.28496619,non-fertile
307,61.53278622,63.49726331,28.56840626,non-fertile
306,66.6379724,65.81655892,25.36586097,non-fertile
306,65.26774011,70.1415139,34.9466155,non-fertile
306,67.72837887,74.61649888,25.09737391,non-fertile
306,64.34848735,65.820457,32.47648301,non-fertile
303,68.59232289,69.24464096,33.86351172,fertile
303,60.37332688,70.88787207,25.19857725,fertile
304,69.01852894,61.46892873,31.77681682,fertile
303,63.59948557,64.72797143,34.89814946,non-fertile
302,68.63525428,62.3061735,31.74105409,fertile
303,66.76017239,69.85112265,27.16159076,non-fertile
302,67.88521396,73.58663968,26.23773129,non-fertile
299,60.06534859,66.37171179,30.20157245,fertile
316,67.83563765,74.86960831,31.55846339,fertile
290,69.0854554,65.66436565,29.67892453,fertile
312,67.7017527,60.4693835,27.05365239,non-fertile
338,61.38597868,72.43169115,34.63880966,fertile
354,62.93692886,63.57445989,33.39438752,fertile
359,63.37230676,70.25496749,28.84079155,fertile
302,63.0563645,71.48327008,31.49338309,non-fertile
308,63.95425534,63.1830529,25.54960633,fertile
284,69.69366426,70.27184748,34.37329112,non-fertile
265,63.11296779,60.41790253,34.6008247,non-fertile
263,64.94329356,72.17818157,29.43463808,fertile
259,67.90577375,67.83345933,29.10713092,fertile
647,65.71765781,70.0866434,28.57006111,fertile
323,69.3478631,69.40878198,27.54384835,fertile
319,68.93875631,62.30278274,33.04687968,non-fertile
315,69.96100028,61.16350463,33.95309131,non-fertile
307,60.11680815,71.72980375,30.11873003,non-fertile
306,66.17587668,69.43895491,29.57812712,non-fertile
306,68.01232937,68.91754359,27.26458947,non-fertile
306,64.24992106,63.85668948,31.35730791,non-fertile
306,66.55723677,61.71111448,31.52104732,non-fertile
303,64.25510719,67.47677295,29.39982732,fertile
303,64.14928485,65.24194361,29.38400259,fertile
304,61.88871127,74.24459122,28.38686534,fertile
303,63.53604453,69.5274407,28.47442276,non-fertile
302,61.14508627,71.36947525,30.64095781,fertile
303,61.36669662,68.64685069,25.25596239,non-fertile
302,60.18122078,73.44678678,32.97030511,non-fertile
299,66.60416867,67.32520551,33.66855394,fertile
316,67.99803573,73.40452716,32.83963757,fertile
290,62.90020977,69.46020927,27.45853567,fertile
312,69.84354028,74.62068748,25.68576704,non-fertile
338,64.14800537,71.21006868,30.0328403,non-fertile
354,68.27085245,64.32887142,28.20667264,non-fertile
359,61.18956161,63.29900785,28.27265858,fertile
302,64.2020154,69.68862306,28.5417236,fertile
308,61.61367264,63.51822045,26.87187036,non-fertile
284,68.77994074,64.11411069,32.79766751,non-fertile
280,64.51136845,63.46546487,26.42333018,fertile
243,63.38789228,63.02169909,29.79181107,fertile
235,67.10464369,72.50669768,27.44003279,fertile
645,65.14877461,70.40795007,34.1262979,fertile
323,64.23364112,62.78730907,30.94908189,fertile
345,61.02701476,73.37686831,28.75751783,non-fertile
354,66.10123083,62.31842057,27.24766491,non-fertile
301,66.770943,62.2737345,28.63005477,non-fertile
306,63.64698302,64.42177127,26.41768321,non-fertile
306,66.15665137,68.83924882,32.81705216,non-fertile
306,65.91359954,71.16331975,29.6321052,non-fertile
306,62.73317204,65.45328463,33.49077065,fertile
354,66.74217464,74.22238583,31.86847286,non-fertile
359,65.62971858,71.64631281,30.32992227,fertile
302,66.31394098,62.83469851,28.546224,non-fertile
308,67.88811637,66.47264636,30.02629908,non-fertile
284,60.13263713,66.69096751,31.65531175,non-fertile
265,63.54718862,74.16699119,30.33499674,non-fertile
263,65.67718163,64.89517488,33.36984395,non-fertile
259,62.99303471,64.77651469,31.4345059,non-fertile
647,63.29103387,68.56507978,27.71678273,non-fertile
323,61.3009051,61.83876146,32.63918668,fertile
319,67.77954584,63.37784443,32.7477393,fertile
315,63.49802189,43.35795377,28.05153602,fertile
307,63.27771461,46.83130119,19.44084326,non-fertile
306,60.63872613,46.80452595,29.84823072,fertile
306,69.92375891,46.6352865,21.36383757,non-fertile
306,68.51966729,46.13833007,26.28663931,non-fertile
306,62.13873825,53.46622584,22.17499963,fertile
303,60.97876599,50.89110726,26.57597546,fertile
303,66.14007674,50.90994463,26.58972517,fertile
304,62.57526895,36.46946971,19.1345771,fertile
303,69.15640149,35.15426171,28.75273118,non-fertile
302,60.2816298,49.14337177,25.78746268,non-fertile
303,61.78779413,52.55730112,23.89271875,non-fertile
302,63.18832976,42.96018627,28.67408774,non-fertile
299,61.77336343,49.02366803,28.42062847,non-fertile
316,62.60136323,41.78219834,21.35499456,non-fertile
290,63.18738532,38.71834464,21.12695586,non-fertile
312,61.62313345,49.78102578,24.02037872,fertile
338,65.8567539,51.92057267,25.40474421,fertile
354,64.49166566,54.9393771,29.03017561,fertile
359,68.65257685,50.89732989,20.21368219,non-fertile
302,68.01965728,44.93261911,29.19585548,fertile
308,69.6897615,49.39111479,18.29783597,non-fertile
284,63.41785982,44.43177543,27.41434987,non-fertile
280,60.09116626,48.77790371,24.84063998,fertile
243,67.31323084,40.37113729,29.94413861,fertile
235,67.55109024,47.89645224,25.87990287,fertile
645,65.84395319,46.05333124,20.0467711,non-fertile
323,66.70897237,54.49044154,22.99451999,fertile
345,66.92642362,49.04015558,25.13163619,fertile
354,62.44616219,53.14531023,28.49584395,fertile
301,69.48515056,48.60449438,18.28766124,non-fertile
306,61.18458224,53.13946695,24.38041875,fertile
306,66.43934593,45.42616802,21.31852148,non-fertile
306,62.70637578,44.07819743,18.54141834,non-fertile
306,60.85993533,49.37369982,25.28710601,fertile
310,69.12613376,41.02682925,25.43459777,fertile
330,69.76112921,44.08562546,28.83600962,fertile
345,63.93927841,49.47371773,27.37659643,fertile
290,60.19461399,45.36521251,28.31886863,non-fertile
280,62.04814951,37.81123974,27.4818649,non-fertile
250,68.10365387,48.80253285,18.28072173,non-fertile
240,69.29786244,42.72374404,27.61204997,non-fertile
232,63.22011726,45.40277297,23.43974653,non-fertile
225,63.68128841,52.39881209,20.95628486,non-fertile
320,68.03209183,49.73922097,23.7937153,non-fertile
380,65.44544859,38.30411077,22.6371424,fertile
345,65.47227704,35.75107592,21.53577883,fertile
296,65.73085206,44.95654782,29.87854588,fertile
230,67.10004577,48.33941188,25.2653291,non-fertile
255,68.93307305,35.03484812,25.17885316,fertile
314,61.09533545,44.23629285,24.12192608,non-fertile
332,67.40460704,36.18678721,23.33565221,non-fertile
312,63.39503184,50.43306085,21.74600081,fertile
306,63.46170674,54.37814199,27.60195453,fertile
306,62.50453062,47.26052494,24.388717,fertile
306,66.895409,38.21370568,24.98287462,fertile
306,69.3159965,35.36831423,28.234829,non-fertile
354,69.55863145,37.11395801,26.03026959,non-fertile
359,64.07691942,37.15824966,28.04849594,non-fertile
302,64.00213929,48.28137482,24.87425505,fertile
308,62.35557553,53.40906048,23.97081395,fertile
284,67.76252583,42.89509057,20.06003985,non-fertile
265,61.28633405,41.7704893,19.59221047,non-fertile
263,66.29327012,35.69674138,29.77013109,fertile
259,60.53657684,48.06491307,27.52135365,fertile
647,63.14909763,45.49683991,25.62896213,fertile
323,60.47528931,53.31508572,20.39078312,fertile
319,60.4989659,39.18374505,25.39038396,fertile
315,60.71367427,42.19740397,24.91079638,non-fertile
307,63.20915034,37.46160727,27.70496805,non-fertile
306,65.1034354,51.54922825,18.06486101,fertile
306,62.45851612,50.6128521,18.13027797,non-fertile
306,67.89815262,46.90725077,23.82723528,non-fertile
306,62.74710773,49.55213308,23.19305333,non-fertile
303,68.17543102,41.45486619,25.08966129,fertile
303,61.88321072,36.68284038,25.86928193,non-fertile
304,68.05394959,39.00992137,18.43966037,fertile
303,67.02664337,52.50812701,27.14911056,non-fertile
302,64.50515776,47.01510708,23.33375853,non-fertile
303,62.96841833,42.87274897,26.7230014,non-fertile
302,64.45268309,53.04669416,19.55750776,non-fertile
299,66.7729209,46.48280681,26.13708256,non-fertile
316,65.57653373,49.94043064,27.99990346,non-fertile
290,62.10652364,36.5011366,29.05941162,non-fertile
312,64.1123333,50.17067771,25.71269843,fertile
338,63.73086065,46.62370222,21.79792649,fertile
354,60.26854183,53.12442925,24.70626432,fertile
359,65.8108757,44.23913012,20.94981756,non-fertile
302,68.98088448,41.61080544,24.84918386,fertile
308,65.21662467,36.10211371,21.91041045,non-fertile
284,68.70533022,51.02372773,25.93381964,non-fertile
280,69.4073209,51.56461082,29.82112112,fertile
243,63.13215259,45.20841071,27.52185591,fertile
235,68.6428593,46.10585191,27.99627907,fertile
645,63.90164154,47.9271552,20.76774783,fertile
323,60.424786,52.60285259,23.05276444,non-fertile
345,63.58337146,38.07659414,21.65845777,non-fertile
354,67.62779652,40.8106299,26.25070298,non-fertile
301,63.83179889,53.10207889,20.97195263,non-fertile
306,66.32102048,40.74536757,23.89736406,non-fertile
306,91.63536236,111.9684622,24.55981624,non-fertile
306,89.93701023,108.0458926,19.65690085,non-fertile
306,87.4024767,102.5184759,18.78359608,fertile
310,94.5110662,110.2316633,24.1469628,fertile
330,89.90147027,109.3905998,22.44581266,fertile
345,92.40501423,109.4169192,24.96273236,non-fertile
290,89.3259486,104.8955643,22.5526059,fertile
280,91.45498527,106.9659201,22.77035608,non-fertile
250,94.27659596,108.0423555,19.20090378,non-fertile
240,92.68328358,109.3930157,23.12808226,fertile
232,85.19098079,104.7693804,24.92639065,fertile
225,85.63608688,105.7595811,24.77464458,fertile
320,86.35590206,108.3168858,19.8671184,non-fertile
380,93.7974061,104.5375109,24.26601316,fertile
345,89.73266695,107.6836871,23.62600218,fertile
296,89.08935702,108.5468633,19.67832052,fertile
230,92.30882391,104.8216333,22.36509395,non-fertile
255,94.88267728,102.8593382,21.57936934,fertile
314,88.16779129,108.0756727,18.26233221,non-fertile
332,89.61794165,105.6499907,23.71028128,non-fertile
312,89.9224883,111.6631582,22.48720144,fertile
345,94.79397419,112.4349689,21.6602498,fertile
188,89.31505137,107.3416913,20.13037175,fertile
187,91.11927248,105.1834976,18.41164435,fertile
182,89.75272999,111.2818551,19.68291173,non-fertile
183,91.19442671,109.0946323,23.20242586,non-fertile
208,87.31290342,102.8013275,18.92157197,non-fertile
231,91.34039616,106.8704803,22.10621387,non-fertile
248,89.68919664,108.4758509,18.47412402,non-fertile
220,88.92944254,102.860084,19.81069447,non-fertile
280,90.83687246,103.1969341,24.4880844,non-fertile
345,89.93457597,111.0196744,18.75927679,fertile
157,90.29751796,104.3739878,19.54128063,fertile
150,87.74938524,111.2800516,18.91251245,fertile
258,94.95031368,104.0277061,19.91330523,non-fertile
290,89.64934166,108.2287276,19.72620525,fertile
312,87.84034604,111.2232716,23.83185873,non-fertile
338,94.25702672,103.8799347,24.94467632,non-fertile
354,93.87030088,104.6735454,24.692258,fertile
359,85.56083187,111.2787584,24.72485577,fertile
302,87.59629625,108.065579,20.12644921,fertile
308,93.0569505,104.7847006,21.02432943,non-fertile
284,88.1508343,109.8695196,22.40423537,non-fertile
265,89.38003827,110.9653137,20.33691147,non-fertile
263,85.56033312,106.9216033,24.24779615,fertile
259,91.90842992,109.2853418,24.81530144,fertile
647,87.95158129,106.0380805,19.66329768,non-fertile
323,90.3396556,112.459697,22.43377991,non-fertile
319,85.12912161,110.2437841,22.92052307,fertile
315,85.40695044,106.2817706,22.91843172,fertile
307,89.39686219,107.1951707,24.88244467,fertile
306,93.13277,105.2240743,23.40981539,fertile
306,94.26304717,107.5660804,21.20725375,fertile
306,91.12282162,109.6623974,18.20230419,non-fertile
306,89.7870345,103.3183074,22.34375696,non-fertile
303,90.88292835,110.4606459,24.32770134,fertile
303,88.71691157,102.5538035,19.75088482,non-fertile
304,86.19740917,111.0217929,19.86173586,non-fertile
303,93.14554876,106.3602023,18.07132963,non-fertile
302,89.61850203,104.617522,23.89162561,fertile
303,93.34236582,104.991282,23.98598756,non-fertile
302,85.42912869,103.0295938,20.93892916,fertile
299,87.22815682,109.4429934,20.82210727,non-fertile
316,91.61793636,106.8685636,20.86474944,non-fertile
280,86.10874614,111.3779693,24.45840036,non-fertile
259,90.64498715,105.6209954,24.51147697,non-fertile
647,92.03009222,110.9633894,24.56811204,non-fertile
323,89.01574455,110.6956184,24.63228709,non-fertile
319,90.97819712,103.7084055,20.07386547,non-fertile
315,94.63612858,102.6488846,21.80523051,fertile
307,86.34233767,110.4432293,22.8122645,fertile
306,88.48567856,104.6843243,22.73031253,fertile
306,94.94330457,111.1382096,23.2801227,non-fertile
306,87.1775172,105.4766591,19.30106297,fertile
306,88.83768149,108.6793978,19.0087067,non-fertile
303,90.88612388,105.529185,24.35193812,non-fertile
303,88.87651295,112.1926517,24.72235539,fertile
304,94.46485312,111.7162016,21.92513945,fertile
303,86.88738076,107.6435771,24.83954414,fertile
302,90.42177379,104.88189,18.09691127,fertile
303,91.08706822,109.2537734,20.24104904,non-fertile
302,94.42971362,105.6917856,23.22594,non-fertile
299,92.97527546,106.61905,23.50128217,non-fertile
316,89.02127045,106.1606833,19.44623085,non-fertile
290,92.51675903,110.5764023,20.51343484,non-fertile
312,94.99897537,107.6103211,18.90223032,non-fertile
338,89.24126808,112.4750941,18.90592319,non-fertile
354,88.45577158,109.0357597,22.63045168,fertile
359,86.79058496,109.9130984,19.38603815,fertile
302,91.19431555,103.6012114,24.38318965,fertile
308,92.93386903,106.977723,23.77989026,non-fertile
284,93.16343942,110.0932899,22.59890174,fertile
265,85.4017118,106.128338,24.37766782,non-fertile
263,91.07776977,104.4407083,20.89273273,non-fertile
259,85.70786282,107.0050976,18.09903225,fertile
647,85.83618191,112.337046,20.00218987,fertile
323,89.80732335,102.8186358,19.85139326,fertile
319,92.65058936,106.2784673,21.25433607,non-fertile
315,93.32657504,109.8076178,23.65374106,fertile
307,86.20613842,108.3121789,23.88404783,fertile
306,76.24900101,92.82840911,29.36792366,fertile
306,83.67675197,101.0494791,27.33368994,non-fertile
306,82.96221306,104.9378,27.40053601,fertile
306,80.11585705,90.10978128,29.3159075,non-fertile
303,79.39654531,113.2297373,26.05433004,non-fertile
303,84.42379269,114.5357503,25.86632408,fertile
304,80.18546798,97.32531705,27.00932084,fertile
303,78.06762846,99.34482238,29.55054817,fertile
302,83.390039,113.8729798,26.28845991,fertile
303,76.16151562,100.0075679,29.16226551,non-fertile
302,82.68752542,98.75084366,28.65003945,non-fertile
299,76.50045221,100.1692639,29.07311132,non-fertile
316,75.26429821,118.2761894,28.08166093,non-fertile
290,78.8086068,99.72430835,27.1994597,non-fertile
312,78.04602887,108.3957179,28.05484146,non-fertile
338,83.34688193,98.66679427,25.14748006,non-fertile
354,78.3422098,119.84797,25.94019018,fertile
359,79.68542782,108.66464,27.66752761,fertile
302,75.94067692,102.7867717,25.56703012,fertile
308,82.54195839,116.1616839,28.6956201,non-fertile
284,76.8532006,118.6858263,26.33544853,fertile
280,78.89864446,98.21747528,25.93730186,non-fertile
243,84.88394407,91.46442491,25.13686519,non-fertile
235,80.79783998,105.0776992,27.50527651,fertile
645,82.34429458,112.0700033,26.21009246,fertile
323,79.19588629,92.07835761,29.10403455,fertile
345,77.32017166,90.66727868,29.2440638,non-fertile
354,77.38229006,93.10247183,25.56202173,non-fertile
301,81.36028902,98.16752001,26.3985515,fertile
306,77.79586769,109.5408614,28.09577643,fertile
306,83.31110751,117.2878912,27.84767901,fertile
306,81.4654833,94.31102057,27.39341554,non-fertile
306,81.38204104,119.218154,25.14517635,fertile
354,79.28693687,102.4633775,28.65456263,non-fertile
359,76.67484233,109.575944,29.16093424,non-fertile
302,82.0638878,91.34276507,27.57278064,fertile
308,82.36208097,112.9794804,25.40909896,fertile
284,83.33983116,112.0777152,25.99069521,fertile
265,81.06003778,118.6730366,26.29039046,fertile
263,78.71024836,117.536781,29.14827211,non-fertile
259,79.35898915,107.3944717,26.59743595,non-fertile
647,75.03193255,116.5531455,25.36059237,non-fertile
323,80.18080728,112.3982055,29.12036889,non-fertile
319,77.25629897,110.3262123,27.53911354,non-fertile
315,83.51014178,110.2511102,29.66727337,non-fertile
307,84.97323747,110.4408803,25.05802193,non-fertile
306,78.52399914,116.3019555,25.86824781,fertile
306,81.95580471,119.0856171,25.85036988,fertile
306,77.79913575,108.8547508,26.51682337,fertile
306,79.59242542,118.2583441,28.66725136,non-fertile
303,81.54448882,91.40508414,28.14938935,fertile
303,83.6995044,95.12322062,26.42313317,non-fertile
304,81.40740301,109.9825551,26.59386409,non-fertile
303,76.57853189,102.2099836,27.71822477,fertile
302,82.95958244,109.022564,28.98333432,fertile
303,83.96754496,117.229079,29.42017919,fertile
302,81.10523402,112.1355384,27.39872329,non-fertile
299,84.41007614,111.0162259,26.4020227,fertile
316,82.69285419,99.20961514,27.81251452,fertile
290,83.55829874,115.8586081,25.19640218,fertile
312,75.77363772,119.695765,28.31193338,non-fertile
338,80.47152737,110.10323,25.90113128,fertile
354,76.11239849,109.2768851,27.48612983,non-fertile
359,83.50423735,109.2486647,29.38254012,non-fertile
302,81.08183635,108.8616474,29.22118628,fertile
308,81.33506906,110.1331182,27.09062164,fertile
284,81.81365007,104.4812858,26.12643374,fertile
280,77.95192527,90.43495443,29.01207743,fertile
243,79.28625709,119.4765557,27.96799119,non-fertile
235,76.05522115,118.9923573,28.0764455,non-fertile
645,84.97849241,90.94554618,25.16278237,non-fertile
323,84.51194224,114.2005455,25.78749808,non-fertile
345,84.47321314,91.06493353,25.34119774,non-fertile
354,78.34971537,96.45042585,29.44795403,non-fertile
301,78.51833782,113.1161095,26.47522633,non-fertile
306,83.31172003,92.78133617,27.39489579,fertile
306,80.261731,94.32961456,25.08347445,fertile
306,76.48541655,91.73358569,26.6719835,fertile
306,79.49221962,100.6619171,25.44926208,non-fertile
310,80.6430384,98.00403016,28.22776705,fertile
330,77.48247073,103.5045395,28.1279509,non-fertile
345,82.1888998,95.83016448,28.9470467,non-fertile
290,84.15403614,97.55986676,27.96236771,fertile
280,78.90085998,94.68180316,28.00316034,fertile
250,80.1190228,90.45142867,29.1400919,fertile
240,83.36307683,90.24211529,27.9122104,non-fertile
232,81.53977797,96.47800391,25.43480512,non-fertile
225,84.51602322,111.0843029,28.55980972,fertile
320,82.99556744,100.5123341,26.59580783,fertile
380,77.3970629,99.46950465,27.19711623,fertile
345,79.29122198,105.4220251,25.29391516,non-fertile
296,76.98740841,91.99964712,29.90888522,fertile
230,76.63713353,109.0921631,27.94972463,non-fertile
255,78.76260938,108.3690513,25.01018457,non-fertile
314,84.70189923,108.5501443,29.21144871,fertile
332,84.54625006,90.81250457,27.35911627,fertile
312,76.52808057,103.7040783,28.0106804,fertile
306,82.20793613,94.37987496,28.67208915,fertile
306,78.4873835,92.15524332,27.34585147,non-fertile
306,78.20585613,98.12565829,29.50704598,non-fertile
306,47.54885174,90.09586854,29.73770045,non-fertile
354,53.72979826,98.67527561,33.55695561,non-fertile
359,47.67525434,95.85118326,27.00315545,non-fertile
302,45.53556603,95.70525913,33.56150184,non-fertile
308,54.25964196,92.19721736,35.89855625,non-fertile
284,50.62161586,98.00687989,34.17719782,fertile
265,53.19212381,97.72843182,30.01592643,fertile
263,45.16127859,93.75441586,31.74592134,fertile
259,52.22780489,95.3713484,35.99009679,non-fertile
647,52.19331595,98.46768642,31.86641378,fertile
323,52.34605806,94.11213345,27.75518664,non-fertile
319,51.4271781,97.31258083,34.72413192,non-fertile
315,53.63549533,99.35408185,27.53907547,fertile
307,48.5622488,89.85646496,27.69637763,fertile
306,52.66319725,91.87312479,27.25373364,fertile
306,48.88704844,94.42850522,30.33723921,non-fertile
306,45.53106268,91.55845821,31.85744939,fertile
